Date,Adj Close,Close,High,Low,Open,Volume
2024-11-22,2988.9365234375,3012.949951171875,3063.5,2896.699951171875,2944.0,4827125
2024-11-25,3021.32666015625,3045.60009765625,3149.64990234375,3022.39990234375,3075.0,6299837
2024-11-26,2961.40771484375,2985.199951171875,3068.10009765625,2952.5,3053.5,2144702
2024-11-27,2980.851806640625,3004.800048828125,3070.0,2986.050048828125,3025.949951171875,3593911
2024-11-28,2875.59716796875,2898.699951171875,2999.949951171875,2892.0,2995.0,4457143
2024-11-29,2942.460205078125,2966.10009765625,2991.64990234375,2903.0,2903.0,3542836
2024-12-02,2992.359130859375,3016.39990234375,3026.25,2961.89990234375,2984.0,2318823
2024-12-03,3003.17236328125,3027.300048828125,3041.699951171875,2987.64990234375,3041.699951171875,2308865
2024-12-04,3007.5869140625,3031.75,3051.85009765625,3003.0,3003.0,3364025
2024-12-05,3047.119384765625,3071.60009765625,3099.0,3016.050048828125,3049.949951171875,3797063
2024-12-06,3048.508056640625,3073.0,3099.0,3065.949951171875,3075.5,2688767
2024-12-09,3026.931396484375,3051.25,3073.0,3040.0,3063.39990234375,1879542
2024-12-10,3042.45654296875,3066.89990234375,3081.25,3005.300048828125,3047.949951171875,2061909
2024-12-11,3047.565673828125,3072.050048828125,3115.0,3047.800048828125,3052.0,2409385
2024-12-12,3043.002197265625,3067.449951171875,3086.0,3045.0,3084.800048828125,1958999
2024-12-13,3056.841064453125,3081.39990234375,3093.10009765625,3000.0,3051.0,2467964
2024-12-16,3060.263671875,3084.85009765625,3092.14990234375,3040.0,3089.39990234375,2300493
2024-12-17,3017.259033203125,3041.5,3093.75,3028.0,3055.10009765625,2564201
2024-12-18,3026.8818359375,3051.199951171875,3062.0,3024.550048828125,3026.10009765625,2014105
2024-12-19,2990.623046875,3014.64990234375,3045.0,2970.5,3006.0,2372390
2024-12-20,2883.186279296875,2906.35009765625,3025.0,2886.35009765625,3014.64990234375,8046336
2024-12-23,2886.11279296875,2909.300048828125,2942.39990234375,2891.10009765625,2918.0,2142508
2024-12-24,2905.358154296875,2928.699951171875,2950.199951171875,2900.800048828125,2909.39990234375,1858546
2024-12-26,2951.933837890625,2975.64990234375,2984.449951171875,2923.35009765625,2925.0,2162163
2024-12-27,3025.145751953125,3049.449951171875,3064.0,2978.050048828125,2987.199951171875,2290315
2024-12-30,2978.966796875,3002.89990234375,3044.60009765625,2991.050048828125,3028.050048828125,2336275
2024-12-31,2983.13330078125,3007.10009765625,3018.89990234375,2971.199951171875,2994.39990234375,1536411
2025-01-01,3057.436279296875,3082.0,3086.949951171875,2995.199951171875,3007.10009765625,1686613
2025-01-02,3185.507568359375,3211.10009765625,3228.10009765625,3085.050048828125,3100.0,4298090
2025-01-03,3165.121337890625,3190.550048828125,3237.050048828125,3175.699951171875,3215.0,2257218
2025-01-06,3080.947509765625,3105.699951171875,3235.0,3090.10009765625,3209.60009765625,2657204
2025-01-07,3084.072509765625,3108.85009765625,3131.300048828125,3081.75,3110.0,1978328
2025-01-08,3061.503662109375,3086.10009765625,3135.0,3057.0,3135.0,2715102
2025-01-09,3101.581787109375,3126.5,3157.89990234375,3085.35009765625,3103.800048828125,2434207
2025-01-10,3068.199951171875,3092.85009765625,3149.60009765625,3055.0,3110.0,2341303
2025-01-13,2975.74267578125,2999.64990234375,3066.85009765625,2993.449951171875,3053.64990234375,2207294
2025-01-14,3025.1953125,3049.5,3078.449951171875,2999.64990234375,3000.0,2851530
2025-01-15,2936.65673828125,2960.25,3063.949951171875,2951.0,3057.10009765625,2440803
2025-01-16,2956.8447265625,2980.60009765625,2997.39990234375,2945.0,2978.14990234375,2598449
2025-01-17,2894.0986328125,2917.35009765625,2970.35009765625,2903.10009765625,2969.949951171875,2002830
2025-01-20,2865.081787109375,2888.10009765625,2935.949951171875,2877.300048828125,2910.0,2905527
2025-01-21,2798.814208984375,2821.300048828125,2907.0,2808.89990234375,2900.10009765625,3381309
2025-01-22,2803.923095703125,2826.449951171875,2851.89990234375,2805.85009765625,2848.0,3133157
2025-01-23,2863.44482421875,2886.449951171875,2899.39990234375,2810.0,2826.449951171875,2650506
2025-01-24,2779.07275390625,2801.39990234375,2896.0,2790.0,2875.0,2665366
2025-01-27,2809.0322265625,2831.60009765625,2846.89990234375,2754.14990234375,2772.300048828125,2022141
2025-01-28,2847.721435546875,2870.60009765625,2925.0,2784.0,2835.0,2432787
2025-01-29,2901.04296875,2924.35009765625,2933.5,2856.300048828125,2883.949951171875,1808565
2025-01-30,2947.767333984375,2971.449951171875,3008.89990234375,2919.0,2924.35009765625,3055352
2025-01-31,2966.02099609375,2989.85009765625,3049.85009765625,2955.10009765625,2970.0,2412370
2025-02-01,3052.228271484375,3076.75,3098.949951171875,2990.0,2990.0,2674573
2025-02-03,3148.0087890625,3173.300048828125,3187.949951171875,3044.75,3056.60009765625,3664084
2025-02-04,3163.63330078125,3189.050048828125,3270.550048828125,3137.85009765625,3225.0,3862456
2025-02-05,3153.415283203125,3178.75,3218.64990234375,3142.0,3189.050048828125,2264208
2025-02-06,3114.924560546875,3139.949951171875,3180.85009765625,3121.25,3170.0,2341341
2025-02-07,3172.958251953125,3198.449951171875,3219.949951171875,3110.0,3168.0,4790111
2025-02-10,3112.24609375,3137.25,3270.949951171875,3128.800048828125,3209.199951171875,3852783
2025-02-11,3061.354736328125,3085.949951171875,3154.0,3071.10009765625,3146.85009765625,2470280
2025-02-12,2963.391845703125,2987.199951171875,3075.0,2955.10009765625,3068.550048828125,4609887
2025-02-13,2954.26513671875,2978.0,3047.0,2971.050048828125,3024.949951171875,2481783
2025-02-14,2919.1474609375,2942.60009765625,3020.0,2907.050048828125,2999.0,1959802
2025-02-17,2809.379150390625,2831.949951171875,2955.0,2792.25,2940.800048828125,4773279
2025-02-18,2767.813232421875,2790.050048828125,2845.0,2755.89990234375,2844.0,2301836
2025-02-19,2735.42333984375,2757.39990234375,2782.64990234375,2728.0,2750.0,2671072
2025-02-20,2816.8193359375,2839.449951171875,2844.5,2690.050048828125,2745.10009765625,3799854
2025-02-21,2648.0751953125,2669.35009765625,2815.199951171875,2653.35009765625,2815.199951171875,8940621
2025-02-24,2687.607421875,2709.199951171875,2716.800048828125,2631.14990234375,2669.0,6167313
2025-02-25,2755.71044921875,2777.85009765625,2803.949951171875,2728.14990234375,2740.0,4916248
2025-02-27,2704.8193359375,2726.550048828125,2840.0,2703.5,2837.0,2669767
2025-02-28,2564.496826171875,2585.10009765625,2699.0,2572.199951171875,2695.10009765625,7549863
2025-03-03,2591.0830078125,2611.89990234375,2695.949951171875,2595.0,2613.800048828125,4340806
2025-03-04,2592.521484375,2613.35009765625,2627.300048828125,2550.0,2561.0,1984876
2025-03-05,2704.868896484375,2726.60009765625,2736.89990234375,2642.64990234375,2661.949951171875,3665710
2025-03-06,2720.54296875,2742.39990234375,2766.85009765625,2695.0,2748.0,3706264
2025-03-07,2706.109130859375,2727.85009765625,2765.949951171875,2708.10009765625,2721.300048828125,1886774
2025-03-10,2681.060302734375,2702.60009765625,2734.64990234375,2665.10009765625,2695.0,2520931
2025-03-11,2624.5146484375,2645.60009765625,2685.0,2613.14990234375,2684.75,3616140
2025-03-12,2632.153076171875,2653.300048828125,2678.0,2636.10009765625,2645.60009765625,3447155
2025-03-13,2622.43115234375,2643.5,2686.35009765625,2618.300048828125,2677.10009765625,2446428
2025-03-17,2683.58984375,2705.14990234375,2727.050048828125,2635.0,2635.0,2527623
2025-03-18,2683.58984375,2705.14990234375,2705.14990234375,2705.14990234375,2705.14990234375,0
2025-03-19,2766.870849609375,2789.10009765625,2831.89990234375,2779.550048828125,2795.0,2438912
2025-03-20,2805.56005859375,2828.10009765625,2847.0,2801.0,2803.75,2354374
2025-03-21,2779.519287109375,2801.85009765625,2893.0,2781.25,2839.10009765625,3824316
2025-03-24,2752.58544921875,2774.699951171875,2822.14990234375,2709.39990234375,2815.300048828125,5395134
2025-03-25,2714.194091796875,2736.0,2802.449951171875,2725.050048828125,2774.699951171875,3576766
2025-03-26,2720.394287109375,2742.25,2795.0,2737.050048828125,2751.300048828125,3111504
2025-03-27,2711.2177734375,2733.0,2751.0,2695.550048828125,2735.0,4325599
2025-03-28,2644.553466796875,2665.800048828125,2739.699951171875,2635.0,2735.800048828125,6074446
2025-04-01,2616.875732421875,2637.89990234375,2728.0,2623.14990234375,2652.800048828125,3300417
2025-04-02,2616.528564453125,2637.550048828125,2660.0,2625.300048828125,2631.10009765625,2243574
2025-04-03,2590.63671875,2611.449951171875,2652.39990234375,2600.25,2607.75,2361203
2025-04-04,2575.85546875,2596.550048828125,2631.5,2557.050048828125,2614.949951171875,3598415
2025-04-07,2471.39453125,2491.25,2524.64990234375,2425.0,2425.0,3937471
2025-04-08,2503.536376953125,2523.64990234375,2550.0,2454.0,2510.0,4253527
2025-04-09,2502.990966796875,2523.10009765625,2571.949951171875,2515.949951171875,2540.0,3347213
2025-04-11,2559.78466796875,2580.35009765625,2604.0,2532.050048828125,2549.0,3600209
2025-04-15,2624.911376953125,2646.0,2690.0,2606.0,2606.0,3287861
2025-04-16,2613.602294921875,2634.60009765625,2665.0,2618.300048828125,2660.0,3070954
2025-04-17,2658.044921875,2679.39990234375,2682.800048828125,2602.39990234375,2632.0,2638979
2025-04-21,2741.970703125,2764.0,2774.0,2665.89990234375,2699.89990234375,3120955
2025-04-22,2794.647705078125,2817.10009765625,2822.0,2756.0,2765.0,3193757
2025-04-23,2894.545166015625,2917.800048828125,2923.0,2826.0,2830.0,3906215
2025-04-24,2878.275634765625,2901.39990234375,2928.0,2865.0,2917.800048828125,2488496
2025-04-25,2841.3720703125,2864.199951171875,2939.60009765625,2831.10009765625,2901.39990234375,2299310
2025-04-28,2907.2431640625,2930.60009765625,2945.0,2882.300048828125,2918.89990234375,1864672
2025-04-29,2886.410400390625,2909.60009765625,2969.5,2901.800048828125,2950.0,2051228
2025-04-30,2905.45751953125,2928.800048828125,2948.89990234375,2887.0,2908.800048828125,2689753
2025-05-02,2893.94970703125,2917.199951171875,3000.0,2910.199951171875,2950.0,2868096
2025-05-05,2997.41845703125,3021.5,3044.0,2937.699951171875,2948.89990234375,4049197
2025-05-06,3043.944580078125,3068.39990234375,3159.699951171875,3056.0,3150.60009765625,5683215
2025-05-07,3095.0341796875,3119.89990234375,3125.0,3021.89990234375,3021.89990234375,2942902
2025-05-08,3008.92626953125,3033.10009765625,3137.0,3008.5,3127.39990234375,3323894
2025-05-09,2958.332763671875,2982.10009765625,3057.10009765625,2955.0,2961.60009765625,2308852
2025-05-12,3079.955322265625,3104.699951171875,3112.199951171875,3033.699951171875,3044.699951171875,2166730
2025-05-13,3029.461181640625,3053.800048828125,3111.0,3035.0,3050.0,2681662
2025-05-14,3077.07861328125,3101.800048828125,3110.0,3018.0,3037.5,2236302
2025-05-15,3119.23974609375,3144.300048828125,3170.699951171875,3073.0,3085.0,3590003
2025-05-16,3110.609375,3135.60009765625,3149.5,3115.0,3135.0,2269659
2025-05-19,3103.06982421875,3128.0,3157.0,3103.60009765625,3115.0,2011149
2025-05-20,3039.083740234375,3063.5,3135.300048828125,3049.10009765625,3128.199951171875,2667772
2025-05-21,3066.06689453125,3090.699951171875,3132.0,3048.10009765625,3063.0,1395136
2025-05-22,2982.33984375,3006.300048828125,3089.800048828125,2980.5,3076.60009765625,3870830
2025-05-23,2988.688720703125,3012.699951171875,3030.800048828125,2984.199951171875,3020.0,1828093
2025-05-26,3055.650634765625,3080.199951171875,3101.0,3027.699951171875,3038.0,2164190
2025-05-27,3015.57275390625,3039.800048828125,3085.0,3014.60009765625,3080.199951171875,2599143
2025-05-28,2973.907470703125,2997.800048828125,3044.800048828125,2993.0,3039.699951171875,1491995
2025-05-29,2985.01806640625,3009.0,3028.89990234375,2987.199951171875,2999.0,2093429
2025-05-30,2953.074951171875,2976.800048828125,3017.39990234375,2957.0,3005.0,3700191
2025-06-02,3001.783447265625,3025.89990234375,3038.5,2962.300048828125,2976.800048828125,2967741
2025-06-03,3022.21923828125,3046.5,3064.800048828125,3027.0,3042.0,3204094
2025-06-04,3029.064208984375,3053.39990234375,3087.0,3040.10009765625,3045.10009765625,1584653
2025-06-05,3017.3583984375,3041.60009765625,3095.0,2994.800048828125,3078.0,3504632
2025-06-06,3081.740966796875,3106.5,3112.89990234375,3027.0,3041.60009765625,2028071
2025-06-09,3062.793212890625,3087.39990234375,3141.0,3078.0,3130.0,1364639
2025-06-10,3043.052001953125,3067.5,3106.89990234375,3059.800048828125,3102.0,1787253
2025-06-11,3056.146728515625,3080.699951171875,3124.0,3076.0,3085.0,1749787
2025-06-12,2995.13671875,3019.199951171875,3094.0,3007.0,3088.0,2278398
2025-06-13,2982.0419921875,3006.0,3018.5,2932.0,2932.0,2003184
2025-06-16,2999.501953125,3023.60009765625,3045.0,2988.10009765625,3001.0,1673726
2025-06-17,2983.232421875,3007.199951171875,3043.0,2994.0,3043.0,1455355
2025-06-18,3016.8623046875,3041.10009765625,3074.89990234375,2986.60009765625,3000.0,2161043
2025-06-19,3070.13427734375,3094.800048828125,3106.89990234375,3034.199951171875,3038.0,2482920
2025-06-20,3159.02001953125,3184.39990234375,3203.0,3090.300048828125,3100.0,8315834
2025-06-23,3110.013916015625,3135.0,3184.39990234375,3122.699951171875,3163.60009765625,1731432
2025-06-24,3124.99365234375,3150.10009765625,3216.60009765625,3136.800048828125,3155.10009765625,2834887
2025-06-25,3189.872314453125,3215.5,3225.5,3160.5,3180.0,2078771
2025-06-26,3190.169921875,3215.800048828125,3238.0,3183.5,3225.89990234375,2907261
2025-06-27,3177.76953125,3203.300048828125,3241.5,3187.10009765625,3205.0,5098406
2025-06-30,3157.829833984375,3183.199951171875,3219.800048828125,3161.0,3205.39990234375,2083572
2025-07-01,3150.786376953125,3176.10009765625,3218.0,3168.199951171875,3188.0,1407074
2025-07-02,3139.97314453125,3165.199951171875,3202.699951171875,3153.699951171875,3168.0,1559309
2025-07-03,3149.099853515625,3174.39990234375,3221.0,3164.800048828125,3165.199951171875,2102806
2025-07-04,3162.5,3162.5,3177.0,3134.10009765625,3161.10009765625,968006
2025-07-07,3160.199951171875,3160.199951171875,3173.0,3152.10009765625,3162.5,853459
2025-07-08,3157.89990234375,3157.89990234375,3168.0,3123.0,3150.0,1513129
2025-07-09,3176.300048828125,3176.300048828125,3189.0,3141.0,3145.0,1245661
2025-07-10,3162.39990234375,3162.39990234375,3192.60009765625,3137.60009765625,3172.10009765625,1701384
2025-07-11,3073.199951171875,3073.199951171875,3162.39990234375,3062.39990234375,3158.0,3041614
2025-07-14,3092.10009765625,3092.10009765625,3104.800048828125,3053.60009765625,3072.800048828125,2958843
2025-07-15,3128.60009765625,3128.60009765625,3148.300048828125,3082.89990234375,3086.10009765625,2826720
2025-07-16,3196.5,3196.5,3210.0,3082.39990234375,3128.60009765625,2892812
2025-07-17,3195.0,3195.0,3238.0,3171.0,3186.300048828125,3267180
2025-07-18,3192.39990234375,3192.39990234375,3252.0,3176.699951171875,3208.0,2040381
2025-07-21,3246.699951171875,3246.699951171875,3253.60009765625,3152.800048828125,3177.0,2436535
2025-07-22,3257.199951171875,3257.199951171875,3271.89990234375,3210.5,3246.699951171875,1854072
2025-07-23,3268.800048828125,3268.800048828125,3303.0,3248.0,3260.0,2159800
2025-07-24,3260.89990234375,3260.89990234375,3286.5,3243.699951171875,3255.0,1469406
2025-07-25,3246.39990234375,3246.39990234375,3259.0,3214.0,3256.0,1475856
2025-07-28,3209.800048828125,3209.800048828125,3256.89990234375,3199.199951171875,3246.39990234375,1939520
2025-07-29,3199.39990234375,3199.39990234375,3225.89990234375,3186.60009765625,3203.0,1824673
2025-07-30,3208.89990234375,3208.89990234375,3241.60009765625,3151.89990234375,3195.0,2199654
2025-07-31,3203.10009765625,3203.10009765625,3238.199951171875,3135.60009765625,3225.0,4465859
2025-08-01,3159.300048828125,3159.300048828125,3205.0,3116.699951171875,3205.0,3781457
2025-08-04,3200.199951171875,3200.199951171875,3223.0,3160.0,3170.0,2684012
2025-08-05,3212.199951171875,3212.199951171875,3222.0,3170.10009765625,3195.0,1805644
2025-08-06,3227.5,3227.5,3240.10009765625,3178.60009765625,3212.199951171875,1866321
2025-08-07,3211.10009765625,3211.10009765625,3229.60009765625,3161.10009765625,3198.0,2374621
2025-08-08,3144.199951171875,3144.199951171875,3214.89990234375,3135.60009765625,3207.0,1721037
2025-08-11,3186.199951171875,3186.199951171875,3230.0,3130.300048828125,3150.89990234375,2046761
2025-08-12,3236.5,3236.5,3253.0,3185.10009765625,3186.10009765625,3315978
2025-08-13,3282.199951171875,3282.199951171875,3300.0,3238.699951171875,3255.0,2436029
2025-08-14,3265.39990234375,3265.39990234375,3313.5,3262.0,3273.199951171875,1508721
2025-08-18,3383.10009765625,3383.10009765625,3432.0,3335.300048828125,3350.0,5787481
2025-08-19,3354.0,3354.0,3403.89990234375,3338.10009765625,3400.0,2596242
2025-08-20,3395.60009765625,3395.60009765625,3404.199951171875,3335.0,3354.10009765625,2957816
2025-08-21,3375.10009765625,3375.10009765625,3410.0,3370.0,3410.0,1964795
2025-08-22,3403.0,3403.0,3420.0,3375.39990234375,3380.0,2509867
2025-08-25,3398.89990234375,3398.89990234375,3429.0,3381.800048828125,3428.0,1859862
2025-08-26,3330.800048828125,3330.800048828125,3414.0,3318.10009765625,3395.0,3122442
2025-08-28,3295.300048828125,3295.300048828125,3375.0,3287.300048828125,3375.0,2936428
2025-08-29,3199.5,3199.5,3280.0,3187.0,3271.0,3017625
2025-09-01,3315.39990234375,3315.39990234375,3324.89990234375,3191.10009765625,3191.10009765625,3525726
2025-09-02,3234.5,3234.5,3330.0,3223.0,3325.0,3073407
2025-09-03,3286.0,3286.0,3293.699951171875,3232.800048828125,3269.0,2672659
2025-09-04,3481.5,3481.5,3550.0,3463.39990234375,3527.0,7600320
2025-09-05,3561.300048828125,3561.300048828125,3577.800048828125,3481.5,3511.0,3700943
2025-09-08,3561.300048828125,3561.300048828125,3561.300048828125,3561.300048828125,3561.300048828125,0
2025-09-09,3696.300048828125,3696.300048828125,3723.800048828125,3673.10009765625,3702.199951171875,2879258
2025-09-10,3604.39990234375,3604.39990234375,3708.89990234375,3591.39990234375,3702.0,2298202
2025-09-11,3595.699951171875,3595.699951171875,3647.89990234375,3580.0,3620.0,1949934
2025-09-12,3589.89990234375,3589.89990234375,3641.0,3582.0,3594.89990234375,2839264
2025-09-15,3530.300048828125,3530.300048828125,3603.39990234375,3526.60009765625,3590.0,2550444
2025-09-16,3608.0,3608.0,3619.89990234375,3528.89990234375,3545.0,2465043
2025-09-17,3633.199951171875,3633.199951171875,3644.89990234375,3593.10009765625,3608.0,2237804
2025-09-18,3642.199951171875,3642.199951171875,3650.0,3603.300048828125,3636.10009765625,2480472
2025-09-19,3592.10009765625,3592.10009765625,3636.699951171875,3584.5,3601.0,4018342
2025-09-22,3584.800048828125,3584.800048828125,3616.60009765625,3569.300048828125,3600.0,1664133
2025-09-23,3614.60009765625,3614.60009765625,3679.199951171875,3606.800048828125,3610.0,2523224
2025-09-24,3574.89990234375,3574.89990234375,3626.300048828125,3568.0,3614.5,1320014
2025-09-25,3530.0,3530.0,3584.10009765625,3521.800048828125,3579.89990234375,2106344
2025-09-26,3396.5,3396.5,3547.5,3391.60009765625,3510.0,3046760
2025-09-29,3418.10009765625,3418.10009765625,3458.0,3405.0,3419.0,3175716
2025-09-30,3427.0,3427.0,3454.0,3393.10009765625,3420.0,2611078
2025-10-01,3463.39990234375,3463.39990234375,3501.0,3415.5,3419.199951171875,2364844
2025-10-03,3462.0,3462.0,3492.39990234375,3404.199951171875,3462.10009765625,2357702
2025-10-06,3472.0,3472.0,3480.0,3425.10009765625,3462.0,1156082
2025-10-07,3492.800048828125,3492.800048828125,3521.39990234375,3465.10009765625,3468.10009765625,1508939
2025-10-08,3426.5,3426.5,3509.699951171875,3422.60009765625,3500.0,1444911
2025-10-09,3442.89990234375,3442.89990234375,3475.0,3424.0,3450.0,1997853
2025-10-10,3454.89990234375,3454.89990234375,3473.89990234375,3395.699951171875,3425.0,1416272
2025-10-13,3459.699951171875,3459.699951171875,3470.0,3432.0,3432.0,1090517
2025-10-14,3459.800048828125,3459.800048828125,3487.10009765625,3428.0,3469.89990234375,1518505
2025-10-15,3497.199951171875,3497.199951171875,3500.0,3460.0,3461.0,1319445
2025-10-16,3560.800048828125,3560.800048828125,3573.199951171875,3498.300048828125,3503.0,2125552
2025-10-17,3647.199951171875,3647.199951171875,3656.0,3560.10009765625,3561.0,3339579
2025-10-20,3599.10009765625,3599.10009765625,3676.0,3593.0,3674.0,2827250
2025-10-21,3621.199951171875,3621.199951171875,3628.10009765625,3604.300048828125,3608.199951171875,286950
2025-10-23,3623.60009765625,3623.60009765625,3650.0,3600.0,3632.10009765625,3724956
2025-10-24,3625.0,3625.0,3655.300048828125,3615.10009765625,3630.0,1654500
2025-10-27,3611.60009765625,3611.60009765625,3635.300048828125,3593.0,3626.800048828125,1440893
2025-10-28,3579.10009765625,3579.10009765625,3624.89990234375,3562.0,3605.0,2851093
2025-10-29,3534.699951171875,3534.699951171875,3583.5,3522.10009765625,3580.0,2526473
2025-10-30,3502.10009765625,3502.10009765625,3550.0,3496.0,3540.0,2103351
2025-10-31,3487.199951171875,3487.199951171875,3526.699951171875,3483.699951171875,3516.10009765625,1915577
2025-11-03,3548.89990234375,3548.89990234375,3590.0,3511.0,3511.0,1776510
2025-11-04,3581.199951171875,3581.199951171875,3632.800048828125,3537.199951171875,3548.60009765625,3494428
2025-11-06,3618.5,3618.5,3674.699951171875,3586.300048828125,3625.0,4535984
2025-11-07,3690.199951171875,3690.199951171875,3718.0,3566.800048828125,3615.60009765625,2595934
2025-11-10,3663.89990234375,3663.89990234375,3715.800048828125,3645.10009765625,3690.199951171875,1620889
2025-11-11,3749.10009765625,3749.10009765625,3759.0,3670.0,3699.89990234375,3044040
2025-11-12,3754.300048828125,3754.300048828125,3781.0,3740.0,3761.0,1984901
2025-11-13,3699.5,3699.5,3754.10009765625,3690.199951171875,3748.199951171875,1599079
2025-11-14,3698.60009765625,3698.60009765625,3716.800048828125,3660.5,3700.0,1847028
2025-11-17,3734.89990234375,3734.89990234375,3754.5,3682.300048828125,3710.0,2094008
2025-11-18,3694.800048828125,3694.800048828125,3732.699951171875,3688.0,3718.5,2613743
2025-11-19,3722.5,3722.5,3746.5,3667.800048828125,3695.0,1626043
2025-11-20,3716.699951171875,3716.699951171875,3759.0,3711.10009765625,3744.800048828125,1815617
2025-11-21,3749.60009765625,3749.60009765625,3779.0,3726.0,3730.0,3184145
2025-11-24,3690.800048828125,3690.800048828125,3749.5,3677.199951171875,3745.10009765625,4059935
2025-11-25,3669.300048828125,3669.300048828125,3695.800048828125,3653.0,3687.0,1714176
2025-11-26,3686.39990234375,3686.39990234375,3708.0,3669.300048828125,3681.0,2116524
2025-11-27,3681.199951171875,3681.199951171875,3717.60009765625,3665.0,3701.5,1993274
2025-11-28,3757.300048828125,3757.300048828125,3768.89990234375,3690.10009765625,3692.0,2944457
2025-12-01,3741.60009765625,3741.60009765625,3795.0,3730.0,3790.0,1830158
2025-12-02,3716.5,3716.5,3748.0,3705.5,3722.800048828125,2285922
2025-12-03,3649.39990234375,3649.39990234375,3740.0,3640.0,3736.0,2002476
2025-12-04,3671.60009765625,3671.60009765625,3678.199951171875,3620.199951171875,3675.0,1984001
2025-12-05,3717.10009765625,3717.10009765625,3721.5,3642.5,3659.300048828125,2393280
2025-12-08,3681.699951171875,3681.699951171875,3725.0,3671.60009765625,3720.0,1500195
2025-12-09,3635.89990234375,3635.89990234375,3674.39990234375,3604.5,3658.0,3901255
2025-12-10,3630.0,3630.0,3694.89990234375,3626.199951171875,3660.0,1593915
2025-12-11,3665.199951171875,3665.199951171875,3669.10009765625,3615.89990234375,3623.39990234375,981456
2025-12-12,3679.60009765625,3679.60009765625,3695.0,3661.300048828125,3665.39990234375,1078982
2025-12-15,3608.0,3608.0,3665.39990234375,3603.60009765625,3632.0,1704069
2025-12-16,3621.0,3621.0,3633.5,3577.89990234375,3581.0,1394406
2025-12-17,3612.800048828125,3612.800048828125,3647.89990234375,3594.0,3647.89990234375,1209367
2025-12-18,3586.60009765625,3586.60009765625,3611.89990234375,3540.10009765625,3600.0,2446168
2025-12-19,3603.60009765625,3603.60009765625,3615.0,3560.0,3571.0,1647819
2025-12-22,3616.699951171875,3616.699951171875,3625.0,3576.89990234375,3600.0,1400786
2025-12-23,3625.10009765625,3625.10009765625,3637.5,3605.0,3619.199951171875,1413628
2025-12-24,3636.699951171875,3636.699951171875,3658.0,3612.10009765625,3624.60009765625,842897
2025-12-26,3623.10009765625,3623.10009765625,3647.0,3614.60009765625,3636.699951171875,829910
2025-12-29,3592.10009765625,3592.10009765625,3640.199951171875,3588.10009765625,3622.699951171875,1034692
2025-12-30,3660.300048828125,3660.300048828125,3666.0,3575.199951171875,3590.0,2063179
2025-12-31,3709.199951171875,3709.199951171875,3723.60009765625,3640.39990234375,3653.0,1868363
2026-01-01,3761.0,3761.0,3774.0,3721.10009765625,3725.0,1498161
2026-01-02,3802.39990234375,3802.39990234375,3812.0,3743.199951171875,3759.89990234375,1478292
2026-01-05,3790.300048828125,3790.300048828125,3839.89990234375,3785.0,3805.89990234375,1574098
2026-01-06,3785.60009765625,3785.60009765625,3819.10009765625,3758.10009765625,3788.0,1299489
2026-01-07,3748.800048828125,3748.800048828125,3808.60009765625,3718.5,3800.0,1046776
2026-01-08,3724.0,3724.0,3756.800048828125,3693.199951171875,3730.0,1261005
2026-01-09,3677.300048828125,3677.300048828125,3748.5,3667.10009765625,3712.10009765625,1235928
2026-01-12,3682.0,3682.0,3717.0,3598.800048828125,3675.300048828125,1665237
2026-01-13,3661.5,3661.5,3717.0,3631.5,3717.0,1700985
2026-01-14,3649.5,3649.5,3682.0,3635.10009765625,3663.0,1573135
2026-01-15,3649.5,3649.5,3649.5,3649.5,3649.5,0
2026-01-16,3658.199951171875,3658.199951171875,3729.89990234375,3650.10009765625,3650.10009765625,2089943
2026-01-19,3657.39990234375,3657.39990234375,3689.0,3614.0,3689.0,1715818
2026-01-20,3557.5,3557.5,3677.5,3540.0,3646.0,1753439
2026-01-21,3553.300048828125,3553.300048828125,3586.699951171875,3517.10009765625,3543.0,1587467
2026-01-22,3573.699951171875,3573.699951171875,3620.0,3533.39990234375,3600.0,2107171
2026-01-23,3543.39990234375,3543.39990234375,3596.0,3534.800048828125,3573.699951171875,1922549
2026-01-27,3393.5,3393.5,3497.699951171875,3344.10009765625,3437.199951171875,7139715
2026-01-28,3449.199951171875,3449.199951171875,3456.89990234375,3376.0,3379.0,3964878
2026-01-29,3384.39990234375,3384.39990234375,3479.60009765625,3321.0,3449.199951171875,5592638
2026-01-30,3431.800048828125,3431.800048828125,3452.39990234375,3282.800048828125,3283.0,5291090
2026-02-02,3463.199951171875,3463.199951171875,3472.10009765625,3343.699951171875,3355.0,2950641
2026-02-03,3527.89990234375,3527.89990234375,3643.800048828125,3513.0,3638.0,5492214
2026-02-04,3574.0,3574.0,3620.0,3519.10009765625,3549.0,2395062
2026-02-05,3572.0,3572.0,3598.800048828125,3528.10009765625,3592.0,1251428
2026-02-06,3578.0,3578.0,3590.0,3530.60009765625,3577.0,1462031
2026-02-09,3609.60009765625,3609.60009765625,3619.10009765625,3557.10009765625,3593.800048828125,1294690
2026-02-10,3675.800048828125,3675.800048828125,3699.0,3601.0,3616.300048828125,1917432
2026-02-11,3674.89990234375,3674.89990234375,3787.0,3666.10009765625,3704.699951171875,4787745
2026-02-12,3593.10009765625,3593.10009765625,3699.0,3582.199951171875,3698.199951171875,2554236
2026-02-13,3533.39990234375,3533.39990234375,3596.5,3520.300048828125,3530.0,1632115
